name,amenity_type,LatLng,lat,lon
BUKIT BATOK SECONDARY SCHOOL,education,"1.34849111079052,103.74087370482",1.34849111079052,103.74087370482
BUKIT MERAH SECONDARY SCHOOL,education,"1.28569283064288,103.813438929393",1.28569283064288,103.813438929393
BUKIT PANJANG GOVT. HIGH SCHOOL,education,"1.38224243360043,103.738361221869",1.38224243360043,103.738361221869
BUKIT PANJANG PRIMARY SCHOOL,education,"1.37350089986584,103.769417337654",1.37350089986584,103.769417337654
BUKIT TIMAH PRIMARY SCHOOL,education,"1.3377498622588,103.766855344779",1.3377498622588,103.766855344779
BUKIT VIEW PRIMARY SCHOOL,education,"1.34586054788695,103.75366641455",1.34586054788695,103.75366641455
BUKIT VIEW SECONDARY SCHOOL,education,"1.3457330554294,103.752226593984",1.3457330554294,103.752226593984
CANBERRA PRIMARY SCHOOL,education,"1.45125024371543,103.815858858929",1.45125024371543,103.815858858929
CANBERRA SECONDARY SCHOOL,education,"1.45319086315972,103.814203583818",1.45319086315972,103.814203583818
CANOSSA CATHOLIC PRIMARY SCHOOL,education,"1.32664424544839,103.882227964852",1.32664424544839,103.882227964852
CANTONMENT PRIMARY SCHOOL,education,"1.27547252623201,103.839962631748",1.27547252623201,103.839962631748
CASUARINA PRIMARY SCHOOL,education,"1.37246063927999,103.957020286115",1.37246063927999,103.957020286115
CATHOLIC HIGH SCHOOL,education,"1.3547230747166,103.844874676599",1.3547230747166,103.844874676599
CATHOLIC JUNIOR COLLEGE,education,"1.32455605783219,103.835028842353",1.32455605783219,103.835028842353
CEDAR GIRLS' SECONDARY SCHOOL,education,"1.33375800216334,103.873933064886",1.33375800216334,103.873933064886
CEDAR PRIMARY SCHOOL,education,"1.33566084356265,103.87562006259",1.33566084356265,103.87562006259
CHANGKAT CHANGI SECONDARY SCHOOL,education,"1.33950630072876,103.953245525564",1.33950630072876,103.953245525564
CHANGKAT PRIMARY SCHOOL,education,"1.34023163951633,103.952080114035",1.34023163951633,103.952080114035
CHIJ (KATONG) PRIMARY,education,"1.30648535277087,103.911105620496",1.30648535277087,103.911105620496
CHIJ (KELLOCK),education,"1.275022722964,103.828157564896",1.275022722964,103.828157564896
CHIJ KATONG CONVENT,education,"1.30644268034894,103.917144350028",1.30644268034894,103.917144350028
CHIJ OUR LADY OF GOOD COUNSEL,education,"1.35742952269615,103.864009397373",1.35742952269615,103.864009397373
CHIJ OUR LADY OF THE NATIVITY,education,"1.37330297140128,103.897575728303",1.37330297140128,103.897575728303
CHIJ OUR LADY QUEEN OF PEACE,education,"1.366603668561,103.767412204602",1.366603668561,103.767412204602
CHIJ PRIMARY (TOA PAYOH),education,"1.33275264711587,103.841847263786",1.33275264711587,103.841847263786
CHIJ SECONDARY (TOA PAYOH),education,"1.33246079948303,103.843271625083",1.33246079948303,103.843271625083
CHIJ ST. JOSEPH'S CONVENT,education,"1.39175222260369,103.902464991543",1.39175222260369,103.902464991543
CHIJ ST. NICHOLAS GIRLS' SCHOOL,education,"1.37347687878916,103.834253269436",1.37347687878916,103.834253269436
CHIJ ST. THERESA'S CONVENT,education,"1.27535177510054,103.822440701642",1.27535177510054,103.822440701642
CHONGFU SCHOOL,education,"1.43839562897006,103.839309173817",1.43839562897006,103.839309173817
CHONGZHENG PRIMARY SCHOOL,education,"1.35061130568554,103.951317297552",1.35061130568554,103.951317297552
CHRIST CHURCH SECONDARY SCHOOL,education,"1.42656780901455,103.793451105242",1.42656780901455,103.793451105242
CHUA CHU KANG PRIMARY SCHOOL,education,"1.37775890093367,103.741832917421",1.37775890093367,103.741832917421
CHUA CHU KANG SECONDARY SCHOOL,education,"1.38319029263484,103.751878290333",1.38319029263484,103.751878290333
CHUNG CHENG HIGH SCHOOL (MAIN),education,"1.30509154753048,103.891653229373",1.30509154753048,103.891653229373
CHUNG CHENG HIGH SCHOOL (YISHUN),education,"1.41922603586175,103.837390782849",1.41922603586175,103.837390782849
CLEMENTI PRIMARY SCHOOL,education,"1.31506321827875,103.763144493687",1.31506321827875,103.763144493687
CLEMENTI TOWN SECONDARY SCHOOL,education,"1.31553912945073,103.762020598524",1.31553912945073,103.762020598524
COMMONWEALTH SECONDARY SCHOOL,education,"1.31920395934801,103.745637393049",1.31920395934801,103.745637393049
COMPASSVALE PRIMARY SCHOOL,education,"1.28859134761324,103.847424110235",1.28859134761324,103.847424110235
COMPASSVALE SECONDARY SCHOOL,education,"1.39614083952009,103.899847164494",1.39614083952009,103.899847164494
CONCORD PRIMARY SCHOOL,education,"1.38026516111464,103.736554295636",1.38026516111464,103.736554295636
CORPORATION PRIMARY SCHOOL,education,"1.35148548772662,103.707578404944",1.35148548772662,103.707578404944
CRESCENT GIRLS' SCHOOL,education,"1.29331947077104,103.817544461755",1.29331947077104,103.817544461755
CREST SECONDARY SCHOOL,education,"1.3431198045076,103.742628105304",1.3431198045076,103.742628105304
DAMAI PRIMARY SCHOOL,education,"1.33524602829747,103.921286435321",1.33524602829747,103.921286435321
DAMAI SECONDARY SCHOOL,education,"1.33692798510393,103.927091653438",1.33692798510393,103.927091653438
DAZHONG PRIMARY SCHOOL,education,"1.3591797447277,103.74847210784",1.3591797447277,103.74847210784
DE LA SALLE SCHOOL,education,"1.3947078296399,103.743201812831",1.3947078296399,103.743201812831
DEYI SECONDARY SCHOOL,education,"1.36599702567717,103.852545772422",1.36599702567717,103.852545772422
DUNEARN SECONDARY SCHOOL,education,"1.36357900792871,103.74472109107",1.36357900792871,103.74472109107
DUNMAN HIGH SCHOOL,education,"1.29996216014962,103.88294155989",1.29996216014962,103.88294155989
DUNMAN SECONDARY SCHOOL,education,"1.36065258337022,103.956213906966",1.36065258337022,103.956213906966
EAST SPRING PRIMARY SCHOOL,education,"1.35268400746357,103.961676849165",1.35268400746357,103.961676849165
EAST SPRING SECONDARY SCHOOL,education,"1.35622508992581,103.960640700298",1.35622508992581,103.960640700298
EDGEFIELD PRIMARY SCHOOL,education,"1.40009139510996,103.907847599114",1.40009139510996,103.907847599114
EDGEFIELD SECONDARY SCHOOL,education,"1.40059309981824,103.902687385465",1.40059309981824,103.902687385465
ELIAS PARK PRIMARY SCHOOL,education,"1.37505696315817,103.945289416873",1.37505696315817,103.945289416873
ENDEAVOUR PRIMARY SCHOOL,education,"1.45388170417263,103.817174701639",1.45388170417263,103.817174701639
EUNOIA JUNIOR COLLEGE,education,"1.36213757183547,103.841286169122",1.36213757183547,103.841286169122
EVERGREEN PRIMARY SCHOOL,education,"1.44414835451585,103.794545295922",1.44414835451585,103.794545295922
EVERGREEN SECONDARY SCHOOL,education,"1.44149131273737,103.794137756171",1.44149131273737,103.794137756171
FAIRFIELD METHODIST SCHOOL (PRIMARY),education,"1.30100441916733,103.785455606827",1.30100441916733,103.785455606827
FAIRFIELD METHODIST SCHOOL (SECONDARY),education,"1.30163374395823,103.784099647149",1.30163374395823,103.784099647149
FARRER PARK PRIMARY SCHOOL,education,"1.31236867681371,103.850766402965",1.31236867681371,103.850766402965
FENGSHAN PRIMARY SCHOOL,education,"1.32980598760785,103.931710293058",1.32980598760785,103.931710293058
FERN GREEN PRIMARY SCHOOL,education,"1.39726966050479,103.880330305684",1.39726966050479,103.880330305684
FERNVALE PRIMARY SCHOOL,education,"1.39030227963797,103.874445458032",1.39030227963797,103.874445458032
FIRST TOA PAYOH PRIMARY SCHOOL,education,"1.34032299499938,103.855529906182",1.34032299499938,103.855529906182
